"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.12952",449.107518907769,0.804083064306709,0.19869266251056,4.04686843563724,5.19073961560828e-05,0.00034863700215015
"MSTRG.12940",35.1365117149675,0.444817530268656,0.357325548285035,1.24485229898487,0.213186047733383,0.391204197257886
"MSTRG.12942|RAD9",29.1366767622806,1.5360983370872,0.654448294386663,2.34716531506405,0.0189168595553594,0.0588136026982247
"MSTRG.12948",137.347238698228,0.727336603333547,0.240339093168063,3.02629336636857,0.00247571971325046,0.0106003210345424
"MSTRG.12941|RNJ1",318.881208814563,0.228511022425642,0.18766010273747,1.21768569393421,0.223343435576883,0.40415675222292
"MSTRG.12942",88.0687670958595,1.64505481241429,0.537865616355721,3.05848665984688,0.00222457983456536,0.00966294268030604
"MSTRG.12942|CLPR2",512.596229313502,-0.186185641031469,0.253910064760569,-0.733273969297114,0.463391348219743,0.661657871348474
"MSTRG.12943",65.9518706127965,0.200934082187896,0.265860299939628,0.755788217471823,0.44977618218598,0.64951782581458
"MSTRG.12944",420.855429681314,-0.611609232609972,0.186368642601908,-3.2817174824651,0.00103176924087639,0.00500398639153536
"MSTRG.12945",351.985924035008,-0.180258765547372,0.166748694996267,-1.08102054742562,0.279687973703667,0.473209869914711
"MSTRG.12946",16.2869495996946,-0.180476710079065,0.477420916143596,-0.378024305128647,0.705412538492085,0.846876448097434
"MSTRG.12947",61.3172670816689,-0.924460423956129,0.293582612275225,-3.14889365140425,0.00163889825827196,0.00743372453923185
"MSTRG.12949",219.144448848889,0.665128568732131,0.254776983232283,2.61063052201119,0.00903754771054381,0.0316264436500606
"MSTRG.12950",18.2017390761388,1.47105239794243,0.520026085241313,2.82880501515573,0.00467221552957077,0.0181903090883866
"MSTRG.12951",106.114014340625,0.0913458657006711,0.249973517422937,0.365422172086016,0.714796292998613,0.853076455678399
"MSTRG.12959",1.80374674623055,0.25062357564282,1.35875735549051,0.184450575100913,0.853659997182479,0.926712925395809
"MSTRG.12975",8.8405844442692,4.67273146725721,1.20546354351979,3.87629430386044,0.000106059390350889,0.000663048441918379
"MSTRG.12973",9.71076029650615,1.69202159723321,0.913070158955235,1.8531123601381,0.0638662555951884,0.15673753186976
"MSTRG.12974",72.7581024512309,2.30271932341688,0.345783491945633,6.65942526770171,2.74900439744347e-11,5.34274717732962e-10
"Cre16.g801978_4532.v6.1",0.31516279297327,1.7868634814028,4.04449948143118,0.441800892695505,0.658633292531972,0.81220540526476
"MSTRG.12976",0.158135825768581,-0.961681760042151,4.0804728567969,-0.235678999417988,0.813681766941856,0.90416668280154
